id,name,chembl_id,mechanism
DB01072,Atazanavir,CHEMBL1163,"Atazanavir selectively inhibits the virus-specific processing of viral Gag and Gag-Pol polyproteins in HIV-1 infected cells by binding to the active site of HIV-1 protease, thus preventing the formation of mature virions. Atazanavir is not active against HIV-2."
DB01073,Fludarabine,CHEMBL1568,"Fludarabine phosphate is rapidly dephosphorylated to 2-fluoro-ara-A and then phosphorylated intracellularly by deoxycytidine kinase to the active triphosphate, 2-fluoro-ara-ATP. This metabolite appears to act by inhibiting DNA polymerase alpha, ribonucleotide reductase and DNA primase, thus inhibiting DNA synthesis. The mechanism of action of this antimetabolite is not completely characterized and may be multi-faceted."
DB01074,Perhexiline,CHEMBL75880,"Perhexiline binds to the mitochondrial enzyme carnitine palmitoyltransferase (CPT)-1 and CPT-2. It acts by shifting myocardial substrate utilisation from long chain fatty acids to carbohydrates through inhibition of CPT-1 and, to a lesser extent, CPT-2, resulting in increased glucose and lactate utilization. This results in increased ATP production for the same O2 consumption as before and consequently increases myocardial efficiency."
DB01075,Diphenhydramine,CHEMBL657,"Diphenhydramine competes with free histamine for binding at HA-receptor sites. This antagonizes the effects of histamine on HA-receptors, leading to a reduction of the negative symptoms brought on by histamine HA-receptor binding."
DB01076,Atorvastatin,CHEMBL1487,"Atorvastatin selectively and competitively inhibits the hepatic enzyme HMG-CoA reductase. As HMG-CoA reductase is responsible for converting HMG-CoA to mevalonate in the cholesterol biosynthesis pathway, this results in a subsequent decrease in hepatic cholesterol levels. Decreased hepatic cholesterol levels stimulates upregulation of hepatic LDL-C receptors which increases hepatic uptake of LDL-C and reduces serum LDL-C concentrations. "
DB01077,Etidronic acid,CHEMBL871,"Bisphosphonates, when attached to bone tissue, are absorbed by osteoclasts, the bone cells that breaks down bone tissue. Although the mechanism of action of non-nitrogenous bisphosphonates has not been fully elucidated, available data suggest that they bind strongly to hydroxyapatite crystals in the bone matrix, preferentially at the sites of increased bone turnover and inhibit the formation and dissolution of the crystals. Other actions may include direct inhibition of mature osteoclast function, promotion of osteoclast apoptosis, and interference with osteoblast-mediated osteoclast activation. Etidronic acid does not interfere with bone mineralization. In malignancy-related hypercalcemia, etidronic acid decreases serum calcium by inhibiting tumour-induced bone resorption and reducing calcium flow from the resorbing bone into the blood. Etidronic acid also reduces morbidity of osteolytic bone metastases by inhibiting tumour-induced bone resorption. Etidronic acid may promote osteoclast apoptosis by competing with adenosine triphosphate (ATP) in the cellular energy metabolism. The osteoclast initiates apoptosis and dies, leading to an overall decrease in the breakdown of bone."
DB01078,Deslanoside,CHEMBL1614,"Deslanoside inhibits the Na-K-ATPase membrane pump, resulting in an increase in intracellular sodium and calcium concentrations. Increased intracellular concentrations of calcium may promote activation of contractile proteins (e.g., actin, myosin). Deslanoside also acts on the electrical activity of the heart, increasing the slope of phase 4 depolarization, shortening the action potential duration, and decreasing the maximal diastolic potential."
DB01079,Tegaserod,CHEMBL76370,"Tegaserod is a 5-HT<sub>4</sub> receptor partial agonist that binds with high affinity at human 5-HT<sub>4</sub> receptors, whereas it has no appreciable affinity for 5-HT<sub>3</sub> or dopamine receptors. It has moderate affinity for 5-HT<sub>1</sub> receptors. Tegaserod, by acting as an agonist at neuronal 5-HT<sub>4</sub> receptors, triggers the release of further neurotransmitters such as calcitonin gene-related peptide from sensory neurons. The activation of 5-HT<sub>4</sub> receptors in the gastrointestinal tract stimulates the peristaltic reflex and intestinal secretion, as well as inhibits visceral sensitivity."
DB01080,Vigabatrin,CHEMBL89598,"Vigabatrin increases brain concentrations of gamma-aminobutyric acid (GABA), an inhibitory neurotransmitter in the CNS, by irreversibly inhibiting enzymes that catabolize GABA (gamma-aminobutyric acid transaminase, GABA-T). Duration of action is determined by rate of GABA-T re-synthesis. Vigabatrin may also work by suppressing repetitive neuronal firing through inhibition of voltage-sensitive sodium channels. Although administered as a racemic mixture, only the S(+) enantiomer is pharmacologically active. "
DB01081,Diphenoxylate,CHEMBL1201294,"Diphenoxylate is an opiate receptor agonists that stimulate mu receptors in GI to decrease the peristalsis and constrict the sphincters. Diphenoxylate has a direct effect on circular smooth muscle of the bowel, that conceivably results in segmentation and prolongation of gastrointestinal transit time. The clinical antidiarrheal action of diphenoxylate may thus be a consequence of enhanced segmentation that allows increased contact of the intraluminal contents with the intestinal mucosa."
DB01082,Streptomycin,CHEMBL372795,"Aminoglycosides like Streptomycin ""irreversibly"" bind to specific 30S-subunit proteins and 16S rRNA. Specifically Streptomycin binds to four nucleotides of 16S rRNA and a single amino acid of protein S12. This interferes with decoding site in the vicinity of nucleotide 1400 in 16S rRNA of 30S subunit. This region interacts with the wobble base in the anticodon of tRNA. This leads to interference with the initiation complex, misreading of mRNA so incorrect amino acids are inserted into the polypeptide leading to nonfunctional or toxic peptides and the breakup of polysomes into nonfunctional monosomes."
DB01083,Orlistat,CHEMBL175247,"Orlistat is a reversible inhibitor of lipases. It exerts its therapeutic activity in the lumen of the stomach and small intestine by forming a covalent bond with the active serine residue site of gastric and pancreatic lipases. The inactivated enzymes are thus unavailable to hydrolyze dietary fat in the form of triglycerides into absorbable free fatty acids and monoglycerides. As undigested triglycerides are not absorbed, the resulting caloric deficit may have a positive effect on weight control."
DB01084,Emedastine,CHEMBL594,"Emedastine is a relatively selective, histamine H<sub>1</sub> antagonist. In vitro examinations of emedastine's affinity for histamine receptors demonstrate relative selectivity for the H<sub>1</sub> histamine receptor. In vivo studies have shown concentration-dependent inhibition of histamine-stimulated vascular permeability in the conjunctiva following topical ocular administration. Emedastine appears to be devoid of effects on adrenergic, dopaminergic and serotonin receptors."
DB01085,Pilocarpine,CHEMBL550,"Pilocarpine is a cholinergic parasympathomimetic agent. It increase secretion by the exocrine glands, and produces contraction of the iris sphincter muscle and ciliary muscle (when given topically to the eyes) by mainly stimulating muscarinic receptors."
DB01086,Benzocaine,CHEMBL278172,Benzocaine binds to sodium channels and reversibly stabilizes the neuronal membrane which decreases its permeability to sodium ions. Depolarization of the neuronal membrane is inhibited thereby blocking the initiation and conduction of nerve impulses.
DB01087,Primaquine,CHEMBL506,"Primaquine's mechanism of action is not well understood. It may be acting by generating reactive oxygen species or by interfering with the electron transport in the parasite. Also, although its mechanism of action is unclear, primaquine may bind to and alter the properties of protozoal DNA."
DB01088,Iloprost,CHEMBL494,"Iloprost is a second generation structural analog of prostacyclin (PGI) with about ten-fold greater potency than the first generation stable analogs, such as carbaprostacyclin. Iloprost binds with equal affinity to human prostacyclin (Prostanoid IP) and prostaglandin EP1 receptors. Iloprost constricts the ilium and fundus circular smooth muscle as strongly as prostaglandin E2 (PGE2) itself. Iloprost inhibits the ADP, thrombin, and collagen-induced aggregation of human platelets. In whole animals, iloprost acts as a vasodilator, hypotensive, antidiuretic, and prolongs bleeding time. All of these properties help to antagonize the pathological changes that take place in the small pulmonary arteries of patients with pulmonary hypertension."
