hgnc_id	approved_symbol	approved_name	synonyms	accession_numbers	entrez_gene_id	ensembl_gene_id	refseq_ids
HGNC:16929	FRA18C	fragile site, aphidicolin type, common, fra(18)(q22.2)					
HGNC:1693	CD68	CD68 molecule	SCARD1, macrosialin, GP110, DKFZp686M18236, LAMP4	S57235	968	ENSG00000129226	NM_001251
HGNC:16930	CHERP	calcium homeostasis endoplasmic reticulum protein	ERPROT213-21, DAN16	U94836	10523	ENSG00000085872	NM_006387
HGNC:16931	HYOU1	hypoxia up-regulated 1	ORP150, HSP12A, Grp170	U65785	10525	ENSG00000149428	NM_006389
HGNC:16932	NEBL	nebulette	LASP2, LNEBL	Y16241	10529	ENSG00000078114	NM_006393
HGNC:16933	FEM1C	fem-1 homolog C	KIAA1785, EUROIMAGE686608, EUROIMAGE783647, FEM1A		56929	ENSG00000145780	NM_020177
HGNC:16934	FEM1A	fem-1 homolog A		BC004988	55527	ENSG00000141965	
HGNC:16935	ATG7	autophagy related 7	GSA7, DKFZp434N0735	AF094516	10533	ENSG00000197548	NM_006395
HGNC:16936	LRP11	LDL receptor related protein 11	bA350J20.3, MANSC3	AK027641	84918	ENSG00000120256	NM_032832
HGNC:16937	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	PRAF3, JWA, GTRAP3-18, DERP11, HSPC127, Yip6b	AF070523	10550	ENSG00000144746	NM_006407
HGNC:16938	IFI44	interferon induced protein 44	MTAP44, p44, TLDC5	D28915	10561	ENSG00000137965	NM_006417
HGNC:16939	SLU7	SLU7 homolog, splicing factor	9G8	AF101074	10569	ENSG00000164609	NM_006425
HGNC:1694	CD69	CD69 molecule	CLEC2C	Z22576	969	ENSG00000110848	
HGNC:16940	DGAT2	diacylglycerol O-acyltransferase 2			84649	ENSG00000062282	NM_032564
HGNC:16941	SCGN	secretagogin, EF-hand calcium binding protein	SECRET, DJ501N12.8, SEGN, CALBL	BC000336	10590	ENSG00000079689	
HGNC:16942	ERN2	endoplasmic reticulum to nucleus signaling 2	IRE1b	AA527544	10595		
HGNC:16943	CDC42EP3	CDC42 effector protein 3	CEP3, UB1, BORG2	AF094521	10602	ENSG00000163171	NM_006449
HGNC:16944	RBM17	RNA binding motif protein 17	SPF45, MGC14439	AF083384	84991	ENSG00000134453	NM_032905
HGNC:16945	PAIP1	poly(A) binding protein interacting protein 1		AF013758	10605	ENSG00000172239	NM_006451
HGNC:16946	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	SC65, NO55	BC001047	10609	ENSG00000141696	
HGNC:16947	ERLIN1	ER lipid raft associated 1	KE04, Erlin-1, SPG62	AF064093	10613	ENSG00000107566	NM_006459
HGNC:16948	MYDGF	myeloid derived growth factor	R33729_1, IL25, SF20, IL-25, IL-27	AF282264	56005	ENSG00000074842	NM_019107
HGNC:16949	FAM120C	family with sequence similarity 120C	ORF34, FLJ20506	AY150025	54954	ENSG00000184083	NM_017848
HGNC:1695	CD7	CD7 molecule	GP40, LEU-9, TP41, Tp40	X06180	924	ENSG00000173762	NM_006137
HGNC:16950	STAMBP	STAM binding protein	AMSH	BC007682	10617	ENSG00000124356	NM_006463
HGNC:16951	IVNS1ABP	influenza virus NS1A binding protein	NS1-BP, HSPC068, NS-1, KIAA0850, ND1, KLHL39, ARA3	AB020657	10625	ENSG00000116679	NM_006469
HGNC:16952	TXNIP	thioredoxin interacting protein	VDUP1, EST01027, HHCPA78, THIF, ARRDC6	S73591	10628	ENSG00000265972	NM_006472
HGNC:16953	POSTN	periostin	OSF-2, PN, periostin	D13665	10631	ENSG00000133110	NM_006475
HGNC:16954	RASL10A	RAS like family 10 member A	RRP22	Y07847	10633	ENSG00000100276	
HGNC:16955	GAS2L1	growth arrest specific 2 like 1	GAR22	BC001782	10634	ENSG00000185340	NM_006478
HGNC:16956	RAD51AP1	RAD51 associated protein 1	PIR51	AF006259	10635	ENSG00000111247	NM_006479
HGNC:16957	SPHAR	S-phase response (cyclin related)		BC070287	10638	ENSG00000213029	NM_006542
HGNC:16959	YKT6	YKT6 v-SNARE homolog		BC007319	10652	ENSG00000106636	NM_006555
HGNC:1696	CD72	CD72 molecule	LYB2, CD72b		971	ENSG00000137101	NM_001782
HGNC:16960	LBX1	ladybird homeobox 1	LBX1H, HPX6	X90828	10660	ENSG00000138136	NM_006562
HGNC:16961	CD226	CD226 molecule	DNAM-1, DNAM1, PTA1, TLiSA1	U56102	10666	ENSG00000150637	NM_006566
HGNC:16962	CGREF1	cell growth regulator with EF-hand domain 1	CGR11	BC034764	10669	ENSG00000138028	NM_006569
HGNC:16963	RRAGA	Ras related GTP binding A	RAGA, FIP-1	BC006433	10670	ENSG00000155876	NM_006570
HGNC:16964	DCTN6	dynactin subunit 6	WS-3	D84145	10671	ENSG00000104671	NM_006571
HGNC:16966	ZMYND11	zinc finger MYND-type containing 11	BS69	X86098	10771	ENSG00000015171	NM_006624
HGNC:16967	ARPP19	cAMP regulated phosphoprotein 19	ARPP-19, ARPP-16, ARPP16, ENSAL	AF084555	10776	ENSG00000128989	NM_006628
HGNC:16968	ARPP21	cAMP regulated phosphoprotein 21	ARPP-21, TARPP, R3HDM3	AA733082	10777	ENSG00000172995	NM_198399
HGNC:16969	HSPH1	heat shock protein family H (Hsp110) member 1	HSP105B, KIAA0201, HSP105A, NY-CO-25	AB003333	10808	ENSG00000120694	
HGNC:1697	CD74	CD74 molecule			972	ENSG00000019582	NM_004355
HGNC:16970	FRS3	fibroblast growth factor receptor substrate 3	SNT-2, FRS2beta, FRS2B	AF036718	10817	ENSG00000137218	NM_006653
HGNC:16971	FRS2	fibroblast growth factor receptor substrate 2	SNT-1, FRS2alpha, SNT1, FRS2A	AF036717	10818		NM_006654
HGNC:16972	DIAPH2-AS1	DIAPH2 antisense RNA 1			10824	ENSG00000236256	
HGNC:16973	PPP1R17	protein phosphatase 1 regulatory subunit 17	GSBS	AF071789	10842	ENSG00000106341	NM_006658
HGNC:16974	SRCAP	Snf2 related CREBBP activator protein	KIAA0309, EAF1, SWR1, DOMO1	AB002307	10847	ENSG00000080603	NM_006662
HGNC:16976	BNIPL	BCL2 interacting protein like	BNIPl-1, BNIPL-2, PP753, BNIP-S, BNIP-Salpha, BNIP-Sbeta	AF193056	149428	ENSG00000163141	NM_138279
HGNC:16977	HCST	hematopoietic cell signal transducer	DAP10, DKFZP586C1522, KAP10	AF072844	10870	ENSG00000126264	NM_014266
HGNC:16978	EDDM3A	epididymal protein 3A	HE3-ALPHA	X76383	10876	ENSG00000181562	
HGNC:16979	CFHR4	complement factor H related 4	FHR-4, FHR4	X98337, AJ640130	10877	ENSG00000134365	NM_006684
HGNC:1698	CD79A	CD79a molecule	MB-1	M80462	973	ENSG00000105369	
HGNC:16980	CFHR3	complement factor H related 3	FHR-3, HLF4, FHR3, DOWN16	X68679	10878	ENSG00000116785	NM_021023
HGNC:16981	PPBPP2	pro-platelet basic protein pseudogene 2	SPBPBP	L10403	10895	ENSG00000248848	
HGNC:16982	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	MASL1, LRRC65, ROCO4	AB016816	9258	ENSG00000147324	NM_004225
HGNC:16983	OLIG1	oligodendrocyte transcription factor 1	BHLHB6, bHLHe21	AP000109	116448	ENSG00000184221	NM_138983
HGNC:16984	RUNDC3A	RUN domain containing 3A	RPIP8, RAP2IP	AF055026	10900	ENSG00000108309	NM_006695
HGNC:16985	DHRS4	dehydrogenase/reductase 4	SCAD-SRL, SDR-SRL, humNRDR, FLJ11008, SDR25C2	AF044127	10901	ENSG00000157326	
HGNC:16986	LMAN2	lectin, mannose binding 2	GP36B, VIP36	U10362	10960	ENSG00000169223	NM_006816
HGNC:16987	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	SGT1	AF068289	10910	ENSG00000165416	NM_001130912
HGNC:16988	SRSF8	serine and arginine rich splicing factor 8	SRP46	AF031166	10929	ENSG00000263465	NM_032102
HGNC:16989	MORF4L1	mortality factor 4 like 1	MRG15, MORFRG15, HsT17725, Eaf3, MEAF3	AF100615	10933	ENSG00000185787	NM_006791
HGNC:1699	CD79B	CD79b molecule	B29	L27587	974	ENSG00000007312	
HGNC:16990	C11orf58	chromosome 11 open reading frame 58	SMAP	BC007103	10944	ENSG00000110696	NM_014267
HGNC:16991	CKAP4	cytoskeleton associated protein 4	P63, CLIMP-63, ERGIC-63	X69910	10970		
HGNC:16992	LRRC8D	leucine rich repeat containing 8 VRAC subunit D	FLJ10470	AK001332	55144	ENSG00000171492	NM_018103
HGNC:16993	SEC61B	Sec61 translocon beta subunit		L25085	10952	ENSG00000106803	NM_006808
HGNC:16994	OS9	OS9, endoplasmic reticulum lectin	OS-9, ERLEC2	AB002806	10956	ENSG00000135506	NM_006812
HGNC:16995	GJA10	gap junction protein alpha 10	CX62	AF296766	84694	ENSG00000135355	NM_032602
HGNC:16996	TMED2	transmembrane p24 trafficking protein 2	RNP24, P24A, p24beta1, p24b1	X92098	10959	ENSG00000086598	NM_006815
HGNC:16997	MLLT11	MLLT11, transcription factor 7 cofactor	AF1Q	BC006471	10962	ENSG00000213190	NM_006818
HGNC:16998	TMED10	transmembrane p24 trafficking protein 10	TMP21, P24(DELTA), p24d1, p24delta1, p23	AL832012, X97442	10972	ENSG00000170348	NM_006827
HGNC:16999	CLP1	cleavage and polyadenylation factor I subunit 1	HEAB, hClp1	BC000446	10978	ENSG00000172409	NM_006831
HGNC:17	AADAC	arylacetamide deacetylase	DAC, CES5A1	L32179	13	ENSG00000114771	NM_001086
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog	ARP3	AF006083	10096	ENSG00000115091	NM_005721
HGNC:1700	CD80	CD80 molecule	B7.1, B7-1		941	ENSG00000121594	NM_005191
HGNC:17001	GLIPR1	GLI pathogenesis related 1	RTVP1, GliPR	U16307	11010	ENSG00000139278	NM_006851
HGNC:17002	PIAS4	protein inhibitor of activated STAT 4	Piasg, PIASY, FLJ12419, ZMIZ6	AF077952	51588		NM_015897
HGNC:17003	STON1	stonin 1	SBLF, stoned-b1	AF026169	11037	ENSG00000243244	NM_006873
HGNC:17004	WWP1	WW domain containing E3 ubiquitin protein ligase 1	AIP5, DKFZP434D2111	AY043361	11059	ENSG00000123124	NM_007013
HGNC:17005	CNMD	chondromodulin	CHM-I, CHM1, BRICD3	AB006000	11061	ENSG00000136110	
HGNC:17007	DUSP14	dual specificity phosphatase 14	MKP-L, MKP6	AF038844	11072	ENSG00000276023	NM_007026
HGNC:17008	TOPBP1	DNA topoisomerase II binding protein 1	KIAA0259, TOP2BP1	AB019397	11073	ENSG00000163781	NM_007027
HGNC:17009	TRIOBP	TRIO and F-actin binding protein	HRIHFB2122, KIAA1662, Tara, TAP68	AB051449	11078	ENSG00000100106	
HGNC:1701	CD81	CD81 molecule	TAPA-1, TSPAN28		975	ENSG00000110651	NM_004356
HGNC:17010	NUPL2	nucleoporin like 2	NLP_1, CG1, hCG1, H_RG271G13.9	U97198	11097	ENSG00000136243	NM_007342
HGNC:17011	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	E1B-AP5, E1BAP5, FLJ12944	AJ007509	11100	ENSG00000105323	NM_144732, NM_007040
HGNC:17012	FGFR1OP	FGFR1 oncogene partner	FOP	Y18046	11116	ENSG00000213066	NM_007045
HGNC:17013	CD160	CD160 molecule	BY55, NK1, NK28	AF060981	11126	ENSG00000117281	NM_007053
HGNC:17014	CDC42EP1	CDC42 effector protein 1	MSE55, CEP1, Borg5	M88338	11135	ENSG00000128283	NM_152243
HGNC:17015	PWP1	PWP1 homolog, endonuclein	IEF-SSP-9502	BC000067	11137	ENSG00000136045	NM_007062
HGNC:17016	KAT7	lysine acetyltransferase 7	HBOA, HBO1, ZC2HC7	AF074606	11143	ENSG00000136504	NM_007067
HGNC:17017	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	YDR378C	AF182292	11157	ENSG00000164167	NM_007080
HGNC:17018	SEC23IP	SEC23 interacting protein	p125	AB019435	11196	ENSG00000107651	
HGNC:17019	PRICKLE1	prickle planar cell polarity protein 1	FLJ31937, EPM1B, RILP	AK056499	144165	ENSG00000139174	
HGNC:1702	KAI1~withdrawn	symbol withdrawn, see CD82					
HGNC:17020	IRAK3	interleukin 1 receptor associated kinase 3	IRAK-M	AF113136	11213	ENSG00000090376	
HGNC:17021	ASTN2	astrotactin 2	KIAA0634	AF116574	23245	ENSG00000148219	NM_014010
HGNC:17022	HPS5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	BLOC2S2, AIBP63, RU2	AB023234	11234	ENSG00000110756	NM_181507
HGNC:17023	RNF139	ring finger protein 139	TRC8, RCA1, HRCA1	AF064801	11236	ENSG00000170881	NM_007218
HGNC:17024	PHF11	PHD finger protein 11	NY-REN-34, BCAP, IGER	AB011031	51131	ENSG00000136147	NM_016119
HGNC:17025	COL21A1	collagen type XXI alpha 1 chain		AF330693	81578	ENSG00000124749	
HGNC:17026	TP53TG1	TP53 target 1 (non-protein coding)	H_RG012D21.9, LINC00096	AB007455	11257	ENSG00000182165	
HGNC:17027	SLC16A10	solute carrier family 16 member 10	TAT1, MCT10	AF116652	117247	ENSG00000112394	
HGNC:17028	SNF8	SNF8, ESCRT-II complex subunit	EAP30, VPS22, Dot3	AF156102	11267	ENSG00000159210	NM_007241
HGNC:17029	ECD	ecdysoneless cell cycle regulator	hSGT1, GCR2	BC000721	11319	ENSG00000122882	NM_007265
HGNC:1703	CD83	CD83 molecule	HB15, BL11	Z11697	9308	ENSG00000112149	
HGNC:17030	GPN1	GPN-loop GTPase 1	NTPBP, MBDIN, ATPBD1A, RPAP4	AB044661	11321	ENSG00000198522	NM_007266
HGNC:17031	GRK7	G protein-coupled receptor kinase 7			131890	ENSG00000114124	NM_139209
HGNC:17032	VSIG4	V-set and immunoglobulin domain containing 4	Z39IG	AJ132502	11326	ENSG00000155659	NM_007268
HGNC:17033	SCA19~withdrawn	symbol withdrawn, see KCND3					
HGNC:17034	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	FUS1, PAP, C3orf11	AF055479	11334	ENSG00000114383	NM_007275
HGNC:17035	EXOSC8	exosome component 8	OIP2, RRP43, bA421P11.3, Rrp43p, EAP2, p9, CIP3	AF025438	11340	ENSG00000120699	NM_181503
HGNC:17036	SCRG1	stimulator of chondrogenesis 1	SCRG-1	AJ224677	11341	ENSG00000164106	NM_007281
HGNC:17037	TFB1M	transcription factor B1, mitochondrial	mtTFB, CGI-75	AF151833	51106	ENSG00000029639	
HGNC:17038	MGLL	monoglyceride lipase	HU-K5, MGL	BC000551	11343	ENSG00000074416	NM_007283
HGNC:17039	TMEM259	transmembrane protein 259	MGC4022, ASBABP1, MBRL	BC008957	91304	ENSG00000182087	NM_033420
HGNC:1704	CD84	CD84 molecule	SLAMF5, hCD84, mCD84	AF054816	8832	ENSG00000066294	NM_003874
HGNC:17040	CASC3	cancer susceptibility 3	MLN51, BTZ	X80199	22794	ENSG00000108349	NM_007359
HGNC:17041	HSPA4L	heat shock protein family A (Hsp70) member 4 like	APG-1, Osp94, HSPH3	AB023421	22824	ENSG00000164070	NM_014278
HGNC:17042	PUF60	poly(U) binding splicing factor 60	FIR, SIAHBP1, RoBPI	AF114818	22827	ENSG00000179950	NM_014281
HGNC:17043	NIPA1	NIPA magnesium transporter 1	MGC35570, SLC57A1	BK001020	123606	ENSG00000170113	NM_144599
HGNC:17044	NIPA2	NIPA magnesium transporter 2	SLC57A2	AY732242	81614	ENSG00000140157	NM_030922
HGNC:17045	NKD1	naked cuticle homolog 1		AF358135	85407	ENSG00000140807	
HGNC:17046	NKD2	naked cuticle homolog 2	Naked2	AF358137	85409	ENSG00000145506	NM_033120
HGNC:17047	RPS19P2	ribosomal protein S19 pseudogene 2		AF242192	85487		NG_001296
HGNC:17049	RPL9P2	ribosomal protein L9 pseudogene 2			729004	ENSG00000234324	NG_009558
HGNC:1705	CD86	CD86 molecule	B7.2, B7-2		942	ENSG00000114013	NM_006889
HGNC:17050	RPL26L1	ribosomal protein L26 like 1		AF083248	51121	ENSG00000037241	NM_016093
HGNC:17052	SEC31A	SEC31 homolog A, COPII coat complex component	KIAA0905, ABP125, ABP130	AB018358	22872	ENSG00000138674	NM_016211
HGNC:17053	PLEKHA6	pleckstrin homology domain containing A6	PEPP3, KIAA0969	AB023186	22874	ENSG00000143850	NM_014935
HGNC:17054	INPP5F	inositol polyphosphate-5-phosphatase F	SAC2, KIAA0966, hSac2	AB023183	22876	ENSG00000198825	NM_014937
HGNC:17055	MLXIP	MLX interacting protein	MONDOA, KIAA0867, MIR, bHLHe36	AB020674	22877		NM_014938
HGNC:17056	RPH3A	rabphilin 3A	KIAA0985, rabphilin, exophilin-1	AB023202	22895	ENSG00000089169	NM_014954
HGNC:17057	CARD8	caspase recruitment domain family member 8	TUCAN, KIAA0955, CARDINAL, NDPP, Dakar	AB023172	22900	ENSG00000105483	NM_014959
HGNC:17058	SLC35E4	solute carrier family 35 member E4			339665	ENSG00000100036	XM_290973
HGNC:17059	SACM1L	SAC1 like phosphatidylinositide phosphatase	SAC1, KIAA0851	AB020658	22908	ENSG00000211456	NM_014016
HGNC:1706	CD8A	CD8a molecule			925	ENSG00000153563	NM_001768
HGNC:17060	KIFAP3	kinesin associated protein 3	SMAP, KAP3, FLA3, KAP-1	U59919	22920	ENSG00000075945	NM_014970
HGNC:17061	MSRB2	methionine sulfoxide reductase B2	PILB, CGI-131, CBS1, CBS-1	AF122004	22921	ENSG00000148450	NM_012228
HGNC:17062	HABP4	hyaluronan binding protein 4	IHABP4, SERBP1L	AF241831	22927	ENSG00000130956	NM_014282
HGNC:17063	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	RAB3GAP, KIAA0066, RAB3GAP130, WARBM1	D31886	22930	ENSG00000115839	NM_012233
HGNC:17064	ELL2	elongation factor for RNA polymerase II 2	MRCCAT1	U88629	22936	ENSG00000118985	NM_012081
HGNC:17065	CORTBP1~withdrawn	symbol withdrawn, see SHANK2					
HGNC:17066	ACIN1	apoptotic chromatin condensation inducer 1	KIAA0670, fSAP152	AB014570	22985	ENSG00000100813	NM_014977
HGNC:17067	FAIM2	Fas apoptotic inhibitory molecule 2	KIAA0950, LFG, NMP35, LIFEGUARD, TMBIM2, LFG2	AB023167	23017	ENSG00000135472	NM_012306
HGNC:17068	PALLD	palladin, cytoskeletal associated protein	KIAA0992, SIH002, CGI-151	AB023209	23022	ENSG00000129116	NM_016081
HGNC:17069	FNBP1	formin binding protein 1	FBP17, KIAA0554	AB011126	23048	ENSG00000187239	
HGNC:1707	CD8B	CD8b molecule			926	ENSG00000172116	NM_172099
HGNC:17070	SWAP70	switching B cell complex subunit SWAP70	KIAA0640, SWAP-70	AB014540	23075	ENSG00000133789	NM_015055
HGNC:17071	KDM4C	lysine demethylase 4C	GASC1, KIAA0780, TDRD14C	AB018323	23081	ENSG00000107077	NM_015061
HGNC:17072	ERC1	ELKS/RAB6-interacting/CAST family member 1	ELKS, KIAA1081, CAST2, MGC12974	AB015617	23085	ENSG00000082805	NM_015064
HGNC:17073	ARHGAP26	Rho GTPase activating protein 26	GRAF, KIAA0621, OPHN1L, OPHN1L1	AB014521	23092	ENSG00000145819	NM_015071
HGNC:17074	SARM1	sterile alpha and TIR motif containing 1	SARM, SAMD2, KIAA0524	AB011096	23098	ENSG00000004139	NM_015077
HGNC:17075	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	KIAA0733	AF241230	23118	ENSG00000055208	
HGNC:17077	CTDSP2	CTD small phosphatase 2	OS4, SCP2, PSR2	AF000152	10106	ENSG00000175215	NM_005730
HGNC:17078	CLASP2	cytoplasmic linker associated protein 2	KIAA0627	AB014527	23122	ENSG00000163539	NM_001207044
HGNC:17079	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	KIAA0154	AF190864	23163	ENSG00000125447	NM_138619
HGNC:1708	CD8B2	CD8b2 molecule			927	ENSG00000254126	NM_001349727
HGNC:17080	BMP2KL	BMP2 inducible kinase-like, pseudogene			347359	ENSG00000204113	XM_293293
HGNC:17081	RPS7P1	ribosomal protein S7 pseudogene 1			388363	ENSG00000263266	NG_005669
HGNC:17082	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	MLC, KIAA0027, LVM, VL	D25217	23209	ENSG00000100427	NM_015166
HGNC:17083	RRS1	ribosome biogenesis regulator homolog	KIAA0112	BC001811	23212	ENSG00000179041	NM_015169
HGNC:17084	SYNE2	spectrin repeat containing nuclear envelope protein 2	SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2	AB023228	23224	ENSG00000054654	NM_182914
HGNC:17085	EXOC6B	exocyst complex component 6B	KIAA0919	AB023136	23233	ENSG00000144036	XM_039570
HGNC:17086	CSTF2T	cleavage stimulation factor subunit 2 tau variant	DKFZp434C1013, KIAA0689, CstF-64T, tauCstF-64	AB014589	23283	ENSG00000177613	NM_015235
HGNC:17087	ICOSLG	inducible T cell costimulator ligand	KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275	AB014553	23308	ENSG00000160223	NM_015259
HGNC:17088	CLASP1	cytoplasmic linker associated protein 1	KIAA0622, MAST1	AB014522	23332	ENSG00000074054	NM_015282
HGNC:17089	SYNE1	spectrin repeat containing nuclear envelope protein 1	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1	AB018339	23345	ENSG00000131018	NM_182961
HGNC:1709	CD9	CD9 molecule	BA2, P24, TSPAN29, MRP-1	M38690	928	ENSG00000010278	
HGNC:17090	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	P114-RhoGEF, KIAA0521, MGC15913	AK074372	23370	ENSG00000104880	NM_015318
HGNC:17091	NCSTN	nicastrin	KIAA0253, APH2	AF240468	23385	ENSG00000162736	NM_015331
HGNC:17092	RPL37P2	ribosomal protein L37 pseudogene 2	PSANK1	U56856	116730	ENSG00000239559	NG_001301
HGNC:17093	RPL38P1	ribosomal protein L38 pseudogene 1		S70431	116809	ENSG00000241993	NG_000963
HGNC:17094	RPL39L	ribosomal protein L39 like		BC012328	116832	ENSG00000163923	NM_052969
HGNC:17095	LARS2	leucyl-tRNA synthetase 2, mitochondrial	KIAA0028, LEURS, MGC26121, mtLeuRS	AJ312685	23395	ENSG00000011376	NM_015340
HGNC:17097	EXOSC2	exosome component 2	hRrp4p, Rrp4p, RRP4, p7	AK001916	23404	ENSG00000130713	NM_014285
HGNC:17098	DICER1	dicer 1, ribonuclease III	Dicer, KIAA0928, K12H4.8-LIKE, HERNA	AB028449	23405	ENSG00000100697	
HGNC:17099	LINC01565	long intergenic non-protein coding RNA 1565	GR6	AF008192	23434	ENSG00000198685	
HGNC:171	ACVR1	activin A receptor type 1	SKR1, ALK2, ACVR1A		90	ENSG00000115170	NM_001105
HGNC:1710	CD94~withdrawn	symbol withdrawn, see KLRD1					
HGNC:17101	SUZ12	SUZ12 polycomb repressive complex 2 subunit	JJAZ1, KIAA0160, CHET9	D63881	23512	ENSG00000178691	NM_015355
HGNC:17102	ARHGAP45	Rho GTPase activating protein 45	KIAA0223, HA-1	D86976	23526		
HGNC:17103	TNPO3	transportin 3	TRN-SR, MTR10A, TRN-SR2, IPO12	AF145029	23534	ENSG00000064419	NM_012470
HGNC:17104	CDON	cell adhesion associated, oncogene regulated	ORCAM, CDO, CDON1	AF004841	50937	ENSG00000064309	NM_016952
HGNC:17105	BEST3	bestrophin 3	MGC40411, MGC13168	AF440758	144453	ENSG00000127325	NM_152439
HGNC:17106	BEST4	bestrophin 4		AF440757	266675	ENSG00000142959	NM_153274
HGNC:17107	BEST2	bestrophin 2	FLJ20132	AF440756	54831	ENSG00000039987	NM_017682
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16s	AJ315734	170690	ENSG00000145536	NM_139056
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	FLJ32769, FLJ16363	AJ315735	170691	ENSG00000140470	NM_139057
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	TM7LN1		976	ENSG00000123146	NM_078481
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18		AJ311903	170692	ENSG00000140873	
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19		AJ311904	171019	ENSG00000145808	NM_133638
HGNC:17113	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor	FLJ20615, DKFZp762F1811, FLJ22027, FIH1	AK000622	55662	ENSG00000166135	NM_017902
HGNC:17114	C20orf192~withdrawn	symbol withdrawn, see PPP4R1L					
HGNC:17115	C20orf193~withdrawn	symbol withdrawn, see MRPS26					
HGNC:17116	CATSPER1	cation channel sperm associated 1	CATSPER	AF407333	117144	ENSG00000175294	NM_053054
HGNC:17117	SLC35C2	solute carrier family 35 member C2	CGI-15, bA394O2.1		51006	ENSG00000080189	NM_015945
HGNC:17118	RNF32	ring finger protein 32	FKSG33, HSD15, LMBR2		140545	ENSG00000105982	NM_030936
HGNC:17119	IL26	interleukin 26	AK155, IL-26	AJ251549	55801	ENSG00000111536	NM_018402
HGNC:1712	CDA	cytidine deaminase	CDD	BC054036	978	ENSG00000158825	NM_001785
HGNC:17120	MCPH6~withdrawn	symbol withdrawn, see CENPJ					
HGNC:17121	RPS27AP1	ribosomal protein S27a pseudogene 1	RPS27AP		103911	ENSG00000242692	NG_000960
HGNC:17123	SLC9A7	solute carrier family 9 member A7	NHE7	AF298591	84679	ENSG00000065923	NM_032591
HGNC:17124	SLC31A1P1	solute carrier family 31 member 1 pseudogene 1	CTR1psi	AF238997	117151	ENSG00000224426	
HGNC:17125	TMEM185A	transmembrane protein 185A	FRAXF	AF353675	84548	ENSG00000269556	NM_032508
HGNC:17126	C7orf13~withdrawn	symbol withdrawn, see LINC01006					
HGNC:17127	SLC39A2	solute carrier family 39 member 2	ZIP2	AF186081	29986	ENSG00000165794	NM_014579
HGNC:17128	SLC39A3	solute carrier family 39 member 3	ZIP3	AF052125	29985	ENSG00000141873	
