DrugID	Name	Action	TargetID	UniProt	Target
DB01159	Halothane	binder	BE0003582	O14649	Potassium channel subfamily K member 3
DB01159	Halothane	binder	BE0003583	Q9NPC2	Potassium channel subfamily K member 9
DB01159	Halothane	inhibitor	BE0000553	Q12791	Calcium-activated potassium channel subunit alpha-1
DB01159	Halothane	antagonist	BE0000641	Q8TCU5	Glutamate receptor ionotropic, NMDA 3A
DB01159	Halothane	antagonist	BE0000534	O60391	Glutamate receptor ionotropic, NMDA 3B
DB01159	Halothane	antagonist	BE0000760	Q12879	Glutamate receptor ionotropic, NMDA 2A
DB01159	Halothane	allosteric modulator	BE0000433	P23415	Glycine receptor subunit alpha-1
DB01159	Halothane	other	BE0001200	P08100	Rhodopsin
DB01159	Halothane	inhibitor	BE0001030	P48051	G protein-activated inward rectifier potassium channel 2
DB01159	Halothane	inhibitor	BE0001028	P48549	G protein-activated inward rectifier potassium channel 1
DB01159	Halothane	inhibitor	BE0000503	P03886	NADH-ubiquinone oxidoreductase chain 1
DB01159	Halothane	inhibitor	BE0000415	O15554	Intermediate conductance calcium-activated potassium channel protein 4
DB01159	Halothane	other/unknown	BE0000484	P30049	ATP synthase subunit delta, mitochondrial
DB01159	Halothane	other/unknown	BE0000218	P98194	Calcium-transporting ATPase type 2C member 1
DB01159	Halothane	other/unknown	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01159	Halothane	other/unknown	BE0001080	P59768	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2
DB01159	Halothane	other/unknown	BE0000948	Q6W5P4	Neuropeptide S receptor
DB01159	Halothane	positive allosteric modulator	BE0004797	Q9UN88	GABA-A receptor (anion channel)
DB01160	Dinoprost Tromethamine	agonist	BE0000610	P43088	Prostaglandin F2-alpha receptor
DB01160	Dinoprost Tromethamine	antagonist	BE0000475	P43119	Prostacyclin receptor
DB01161	Chloroprocaine	inhibitor	BE0000177	Q9Y5Y9	Sodium channel protein type 10 subunit alpha
DB01161	Chloroprocaine	antagonist	BE0000641	Q8TCU5	Glutamate receptor ionotropic, NMDA 3A
DB01161	Chloroprocaine	antagonist	BE0000411	Q9GZZ6	Neuronal acetylcholine receptor subunit alpha-10
DB01161	Chloroprocaine	antagonist	BE0000311	P46098	5-hydroxytryptamine receptor 3A
DB01161	Chloroprocaine	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01162	Terazosin	antagonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01162	Terazosin	antagonist	BE0000575	P35368	Alpha-1B adrenergic receptor
DB01162	Terazosin	antagonist	BE0000715	P25100	Alpha-1D adrenergic receptor
DB01162	Terazosin	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01162	Terazosin	inhibitor	BE0000462	Q9H252	Potassium voltage-gated channel subfamily H member 6
DB01162	Terazosin	inhibitor	BE0000699	Q9NS40	Potassium voltage-gated channel subfamily H member 7
DB01163	Amdinocillin	inhibitor	BE0004644	Q8DNB6	Penicillin-binding protein 2a
DB01163	Amdinocillin	inhibitor	BE0003579	P0AD65	Penicillin-binding protein 2
DB01163	Amdinocillin	inhibitor	BE0004643	Q75Y35	Penicillin-binding protein 3
DB01163	Amdinocillin	inhibitor	BE0004290	Q8DR59	Penicillin-binding protein 1A
DB01163	Amdinocillin	inhibitor	BE0003624	P0A3M6	Penicillin-binding protein 2B
DB01163	Amdinocillin	inhibitor	BE0004335	Q7CRA4	Penicillin-binding protein 1b
DB01165	Ofloxacin	inhibitor	BE0000429	P43702	DNA topoisomerase 4 subunit A
DB01165	Ofloxacin	inhibitor	BE0000366	P43700	DNA gyrase subunit A
DB01165	Ofloxacin	inhibitor	BE0000742	P11388	DNA topoisomerase 2-alpha
DB01166	Cilostazol	inhibitor	BE0000436	Q14432	cGMP-inhibited 3',5'-cyclic phosphodiesterase A
DB01167	Itraconazole	inhibitor	BE0000875	Q16850	Lanosterol 14-alpha demethylase
DB01167	Itraconazole	inhibitor	BE0000690	P50859	Lanosterol 14-alpha demethylase
DB01168	Procarbazine	cross-linking/alkylation	BE0004796		DNA
DB01168	Procarbazine	inhibitor	BE0004909	P27338	Monoamine oxidase
DB01169	Arsenic trioxide	inducer	BE0001154	O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta
DB01169	Arsenic trioxide	inhibitor	BE0001979	Q16881	Thioredoxin reductase 1, cytoplasmic
DB01169	Arsenic trioxide	inducer	BE0001040	P05412	Transcription factor AP-1
DB01169	Arsenic trioxide	antagonist	BE0001027	P24385	G1/S-specific cyclin-D1
DB01169	Arsenic trioxide	inducer	BE0001062	P27361	Mitogen-activated protein kinase 3
DB01169	Arsenic trioxide	inducer	BE0000923	P28482	Mitogen-activated protein kinase 1
DB01169	Arsenic trioxide	inducer	BE0000428	P31749	RAC-alpha serine/threonine-protein kinase
DB01170	Guanethidine	inducer	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01171	Moclobemide	inhibitor	BE0002198	P21397	Amine oxidase [flavin-containing] A
DB01172	Kanamycin	inhibitor	BE0000279	P0A7S3	30S ribosomal protein S12
DB01172	Kanamycin	inhibitor	BE0004799		16S rRNA
DB01173	Orphenadrine	antagonist	BE0000396	O15399	Glutamate receptor ionotropic, NMDA 2D
DB01173	Orphenadrine	antagonist	BE0000365	Q05586	Glutamate receptor ionotropic, NMDA 1
DB01173	Orphenadrine	antagonist	BE0000534	O60391	Glutamate receptor ionotropic, NMDA 3B
DB01173	Orphenadrine	antagonist	BE0000641	Q8TCU5	Glutamate receptor ionotropic, NMDA 3A
DB01173	Orphenadrine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01173	Orphenadrine	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01173	Orphenadrine	inhibitor	BE0000177	Q9Y5Y9	Sodium channel protein type 10 subunit alpha
DB01174	Phenobarbital	potentiator	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01174	Phenobarbital	antagonist	BE0000849	P43681	Neuronal acetylcholine receptor subunit alpha-4
DB01174	Phenobarbital	antagonist	BE0002341	P36544	Neuronal acetylcholine receptor subunit alpha-7
DB01174	Phenobarbital	antagonist	BE0000829	P42262	Glutamate receptor 2
DB01174	Phenobarbital	antagonist	BE0000826	Q13002	Glutamate receptor ionotropic, kainate 2
DB01174	Phenobarbital	antagonist	BE0004956	O60391	NMDA receptor
DB01175	Escitalopram	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01175	Escitalopram	inhibitor	BE0000647	Q01959	Sodium-dependent dopamine transporter
DB01175	Escitalopram	inhibitor	BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01175	Escitalopram	antagonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01175	Escitalopram	antagonist	BE0000092	P11229	Muscarinic acetylcholine receptor M1
DB01175	Escitalopram	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01176	Cyclizine	antagonist	BE0000442	P35367	Histamine H1 receptor
DB01176	Cyclizine	inhibitor	BE0000951	P49888	Estrogen sulfotransferase
DB01177	Idarubicin	intercalation	BE0004796		DNA
DB01177	Idarubicin	inhibitor	BE0000742	P11388	DNA topoisomerase 2-alpha
DB01178	Chlormezanone	agonist	BE0000736	P30536	Translocator protein
DB01179	Podofilox	inhibitor	BE0000742	P11388	DNA topoisomerase 2-alpha
DB01179	Podofilox	inhibitor	BE0001391	P68366	Tubulin alpha-4A chain
DB01179	Podofilox	inhibitor	BE0000143	P07437	Tubulin beta chain
DB01180	Rescinnamine	inhibitor	BE0000221	P12821	Angiotensin-converting enzyme
DB01181	Ifosfamide	other/unknown	BE0004796		DNA
DB01182	Propafenone	inhibitor	BE0000197	Q14524	Sodium channel protein type 5 subunit alpha
DB01182	Propafenone	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01183	Naloxone	antagonist	BE0000770	P35372	Mu-type opioid receptor
DB01183	Naloxone	antagonist	BE0000420	P41143	Delta-type opioid receptor
DB01183	Naloxone	antagonist	BE0000632	P41145	Kappa-type opioid receptor
DB01183	Naloxone	other/unknown	BE0000958	P16220	Cyclic AMP-responsive element-binding protein 1
DB01183	Naloxone	antagonist;other/unknown	BE0000123	P03372	Estrogen receptor
DB01183	Naloxone	inhibitor	BE0002442	O00206	Toll-like receptor 4
DB01184	Domperidone	antagonist	BE0000756	P14416	D(2) dopamine receptor
DB01184	Domperidone	antagonist	BE0000581	P35462	D(3) dopamine receptor
DB01185	Fluoxymesterone	agonist	BE0000132	P10275	Androgen receptor
DB01185	Fluoxymesterone	antagonist	BE0000123	P03372	Estrogen receptor
DB01185	Fluoxymesterone	antagonist	BE0000345	P16471	Prolactin receptor
DB01185	Fluoxymesterone	antagonist	BE0000794	P04150	Glucocorticoid receptor
DB01186	Pergolide	agonist	BE0000756	P14416	D(2) dopamine receptor
DB01186	Pergolide	agonist	BE0000581	P35462	D(3) dopamine receptor
DB01186	Pergolide	agonist	BE0000389	P21917	D(4) dopamine receptor
DB01186	Pergolide	agonist	BE0000291	P08908	5-hydroxytryptamine receptor 1A
DB01186	Pergolide	agonist	BE0000393	P41595	5-hydroxytryptamine receptor 2B
DB01186	Pergolide	agonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01186	Pergolide	agonist	BE0000659	P28221	5-hydroxytryptamine receptor 1D
DB01186	Pergolide	agonist	BE0000572	P18089	Alpha-2B adrenergic receptor
DB01186	Pergolide	agonist	BE0000289	P08913	Alpha-2A adrenergic receptor
DB01186	Pergolide	agonist	BE0000342	P18825	Alpha-2C adrenergic receptor
DB01186	Pergolide	agonist	BE0000145	P21918	D(1B) dopamine receptor
DB01186	Pergolide	agonist	BE0000020	P21728	D(1A) dopamine receptor
DB01186	Pergolide	agonist	BE0000797	P28222	5-hydroxytryptamine receptor 1B
DB01186	Pergolide	agonist	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01186	Pergolide	agonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01186	Pergolide	agonist	BE0000575	P35368	Alpha-1B adrenergic receptor
DB01186	Pergolide	agonist	BE0000715	P25100	Alpha-1D adrenergic receptor
DB01188	Ciclopirox	binder	BE0000732	P05023	Sodium/potassium-transporting ATPase subunit alpha-1
DB01189	Desflurane	positive allosteric modulator	BE0004797	Q9UN88	GABA-A receptor (anion channel)
DB01189	Desflurane	agonist	BE0000433	P23415	Glycine receptor subunit alpha-1
DB01189	Desflurane	antagonist	BE0000640	P42261	Glutamate receptor 1
DB01189	Desflurane	inducer	BE0000781	Q09470	Potassium voltage-gated channel subfamily A member 1
DB01189	Desflurane	inhibitor	BE0000218	P98194	Calcium-transporting ATPase type 2C member 1
DB01189	Desflurane	other/unknown	BE0000484	P30049	ATP synthase subunit delta, mitochondrial
DB01189	Desflurane	unknown	BE0000503	P03886	NADH-ubiquinone oxidoreductase chain 1
DB01190	Clindamycin	inhibitor	BE0000743	P0A7J6	50S ribosomal protein L10
DB01190	Clindamycin	inhibitor	BE0004800		23S rRNA
DB01191	Dexfenfluramine	inhibitor	BE0000749	P31645	Sodium-dependent serotonin transporter
DB01191	Dexfenfluramine	agonist	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01192	Oxymorphone	agonist	BE0000770	P35372	Mu-type opioid receptor
DB01192	Oxymorphone	antagonist	BE0000420	P41143	Delta-type opioid receptor
DB01193	Acebutolol	partial agonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01193	Acebutolol	partial agonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01194	Brinzolamide	inhibitor	BE0000322	P00918	Carbonic anhydrase 2
DB01194	Brinzolamide	inhibitor	BE0000267	P00915	Carbonic anhydrase 1
DB01194	Brinzolamide	inhibitor	BE0000535	P22748	Carbonic anhydrase 4
DB01194	Brinzolamide	inhibitor	BE0003626	P35218	Carbonic anhydrase 5A, mitochondrial
DB01195	Flecainide	inhibitor	BE0000197	Q14524	Sodium channel protein type 5 subunit alpha
DB01195	Flecainide	inhibitor	BE0002083	P35499	Sodium channel protein type 4 subunit alpha
DB01196	Estramustine	antagonist	BE0001100	P11137	Microtubule-associated protein 2
DB01196	Estramustine	antagonist	BE0001169	P78559	Microtubule-associated protein 1A
DB01196	Estramustine	agonist	BE0000123	P03372	Estrogen receptor
DB01196	Estramustine	other/unknown	BE0000792	Q92731	Estrogen receptor beta
DB01197	Captopril	inhibitor	BE0000221	P12821	Angiotensin-converting enzyme
DB01197	Captopril	inhibitor	BE0000642	P08253	72 kDa type IV collagenase
DB01197	Captopril	inhibitor	BE0000058	P14780	Matrix metalloproteinase-9
DB01197	Captopril		BE0001680	P09960	Leukotriene A-4 hydrolase
DB01198	Zopiclone	potentiator	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01198	Zopiclone	potentiator	BE0000381	P47869	Gamma-aminobutyric acid receptor subunit alpha-2
DB01198	Zopiclone	potentiator	BE0000523	P34903	Gamma-aminobutyric acid receptor subunit alpha-3
DB01198	Zopiclone	potentiator	BE0000471	P31644	Gamma-aminobutyric acid receptor subunit alpha-5
DB01198	Zopiclone	agonist	BE0000736	P30536	Translocator protein
DB01199	Tubocurarine	antagonist	BE0000738	Q15822	Neuronal acetylcholine receptor subunit alpha-2
DB01199	Tubocurarine	antagonist	BE0000311	P46098	5-hydroxytryptamine receptor 3A
DB01199	Tubocurarine	inhibitor	BE0000426	P22303	Acetylcholinesterase
DB01200	Bromocriptine	agonist	BE0000756	P14416	D(2) dopamine receptor
DB01200	Bromocriptine	agonist	BE0000581	P35462	D(3) dopamine receptor
DB01200	Bromocriptine	agonist	BE0000659	P28221	5-hydroxytryptamine receptor 1D
DB01200	Bromocriptine	agonist	BE0000289	P08913	Alpha-2A adrenergic receptor
DB01200	Bromocriptine	agonist	BE0000291	P08908	5-hydroxytryptamine receptor 1A
DB01200	Bromocriptine	agonist	BE0000342	P18825	Alpha-2C adrenergic receptor
DB01200	Bromocriptine	agonist	BE0000572	P18089	Alpha-2B adrenergic receptor
DB01200	Bromocriptine	agonist	BE0000393	P41595	5-hydroxytryptamine receptor 2B
DB01200	Bromocriptine	antagonist	BE0000389	P21917	D(4) dopamine receptor
DB01200	Bromocriptine	agonist	BE0000451	P28223	5-hydroxytryptamine receptor 2A
DB01200	Bromocriptine	agonist	BE0000797	P28222	5-hydroxytryptamine receptor 1B
DB01200	Bromocriptine	agonist	BE0000533	P28335	5-hydroxytryptamine receptor 2C
DB01200	Bromocriptine	agonist	BE0000145	P21918	D(1B) dopamine receptor
DB01200	Bromocriptine	agonist	BE0000020	P21728	D(1A) dopamine receptor
DB01200	Bromocriptine	agonist	BE0000501	P35348	Alpha-1A adrenergic receptor
DB01200	Bromocriptine	agonist	BE0000575	P35368	Alpha-1B adrenergic receptor
DB01200	Bromocriptine	agonist	BE0000715	P25100	Alpha-1D adrenergic receptor
DB01200	Bromocriptine	antagonist	BE0000650	P34969	5-hydroxytryptamine receptor 7
DB01201	Rifapentine	inhibitor	BE0000186	P0A674	DNA-directed RNA polymerase subunit beta'
DB01202	Levetiracetam	agonist	BE0000993	Q7L0J3	Synaptic vesicle glycoprotein 2A
DB01202	Levetiracetam	inhibitor	BE0002226	Q00975	Voltage-dependent N-type calcium channel subunit alpha-1B
DB01203	Nadolol	antagonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01203	Nadolol	antagonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01204	Mitoxantrone	intercalation	BE0004796		DNA
DB01204	Mitoxantrone	inhibitor	BE0000742	P11388	DNA topoisomerase 2-alpha
DB01205	Flumazenil	antagonist	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01205	Flumazenil	antagonist	BE0003592	P18507	Gamma-aminobutyric acid receptor subunit gamma-2
DB01205	Flumazenil	antagonist	BE0000471	P31644	Gamma-aminobutyric acid receptor subunit alpha-5
DB01205	Flumazenil	positive allosteric modulator	BE0004797	Q9UN88	GABA-A receptor (anion channel)
DB01206	Lomustine	cross-linking/alkylation	BE0004796		DNA
DB01206	Lomustine	antagonist	BE0004003	Q9H169	Stathmin-4
DB01207	Ridogrel	antagonist	BE0000759	P21731	Thromboxane A2 receptor
DB01207	Ridogrel	inhibitor	BE0001893	P24557	Thromboxane-A synthase
DB01208	Sparfloxacin	inhibitor	BE0000429	P43702	DNA topoisomerase 4 subunit A
DB01208	Sparfloxacin	inhibitor	BE0000366	P43700	DNA gyrase subunit A
DB01208	Sparfloxacin	inhibitor	BE0000742	P11388	DNA topoisomerase 2-alpha
DB01209	Dezocine	agonist	BE0000770	P35372	Mu-type opioid receptor
DB01209	Dezocine	antagonist	BE0000632	P41145	Kappa-type opioid receptor
DB01210	Levobunolol	antagonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01210	Levobunolol	antagonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01211	Clarithromycin	inhibitor	BE0000743	P0A7J6	50S ribosomal protein L10
DB01211	Clarithromycin		BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01211	Clarithromycin		BE0001004	Q9Y6L6	Solute carrier organic anion transporter family member 1B1
DB01211	Clarithromycin		BE0003659	Q9NPD5	Solute carrier organic anion transporter family member 1B3
DB01212	Ceftriaxone	inhibitor	BE0003624	P0A3M6	Penicillin-binding protein 2B
DB01212	Ceftriaxone		BE0000879	Q9NSA0	Solute carrier family 22 member 11
DB01212	Ceftriaxone		BE0001066	Q4U2R8	Solute carrier family 22 member 6
DB01212	Ceftriaxone		BE0003645	Q8TCC7	Solute carrier family 22 member 8
DB01212	Ceftriaxone		BE0001018	P46059	Solute carrier family 15 member 1
DB01213	Fomepizole	inhibitor	BE0000227	P07327	Alcohol dehydrogenase 1A
DB01213	Fomepizole	inhibitor	BE0000400	P00325	Alcohol dehydrogenase 1B
DB01213	Fomepizole	inhibitor	BE0000465	P00326	Alcohol dehydrogenase 1C
DB01213	Fomepizole	inhibitor	BE0001207	P04040	Catalase
DB01214	Metipranolol	antagonist	BE0000694	P07550	Beta-2 adrenergic receptor
DB01214	Metipranolol	antagonist	BE0000172	P08588	Beta-1 adrenergic receptor
DB01215	Estazolam	potentiator	BE0000795	P14867	Gamma-aminobutyric acid receptor subunit alpha-1
DB01215	Estazolam	potentiator	BE0000381	P47869	Gamma-aminobutyric acid receptor subunit alpha-2
DB01215	Estazolam	potentiator	BE0000523	P34903	Gamma-aminobutyric acid receptor subunit alpha-3
DB01215	Estazolam	potentiator	BE0000471	P31644	Gamma-aminobutyric acid receptor subunit alpha-5
DB01215	Estazolam	potentiator	BE0003593	Q8N1C3	Gamma-aminobutyric acid receptor subunit gamma-1
DB01215	Estazolam	potentiator	BE0003592	P18507	Gamma-aminobutyric acid receptor subunit gamma-2
DB01215	Estazolam	potentiator	BE0003594	Q99928	Gamma-aminobutyric acid receptor subunit gamma-3
DB01215	Estazolam	potentiator	BE0002344	P18505	Gamma-aminobutyric acid receptor subunit beta-1
DB01215	Estazolam	potentiator	BE0002346	P47870	Gamma-aminobutyric acid receptor subunit beta-2
DB01215	Estazolam	potentiator	BE0002345	P28472	Gamma-aminobutyric acid receptor subunit beta-3
DB01215	Estazolam	potentiator	BE0003599	O14764	Gamma-aminobutyric acid receptor subunit delta
DB01215	Estazolam	potentiator	BE0003595	P78334	Gamma-aminobutyric acid receptor subunit epsilon
DB01215	Estazolam	potentiator	BE0003596	O00591	Gamma-aminobutyric acid receptor subunit pi
DB01215	Estazolam	potentiator	BE0000129	P24046	Gamma-aminobutyric acid receptor subunit rho-1
DB01215	Estazolam	potentiator	BE0003598	P28476	Gamma-aminobutyric acid receptor subunit rho-2
DB01215	Estazolam	potentiator	BE0003619	A8MPY1	Gamma-aminobutyric acid receptor subunit rho-3
DB01215	Estazolam	positive allosteric modulator	BE0004797	Q9UN88	GABA-A receptor (anion channel)
DB01216	Finasteride	inhibitor	BE0000585	P31213	3-oxo-5-alpha-steroid 4-dehydrogenase 2
DB01216	Finasteride	inhibitor	BE0000539	P18405	3-oxo-5-alpha-steroid 4-dehydrogenase 1
DB01216	Finasteride	inhibitor	BE0003610	P51857	3-oxo-5-beta-steroid 4-dehydrogenase
DB01217	Anastrozole	inhibitor	BE0002090	P11511	Cytochrome P450 19A1
DB01218	Halofantrine	antagonist	BE0004805		Fe(II)-protoporphyrin IX
DB01218	Halofantrine	inhibitor	BE0000090	Q12809	Potassium voltage-gated channel subfamily H member 2
DB01218	Halofantrine	inhibitor	BE0001694	P46925	Plasmepsin-2
DB01219	Dantrolene	antagonist	BE0000739	P21817	Ryanodine receptor 1
DB01220	Rifaximin	inhibitor	BE0000257	P0A8V2	DNA-directed RNA polymerase subunit beta
DB01220	Rifaximin	agonist	BE0000956	O75469	Nuclear receptor subfamily 1 group I member 2
DB01221	Ketamine	antagonist	BE0000641	Q8TCU5	Glutamate receptor ionotropic, NMDA 3A
DB01221	Ketamine	antagonist	BE0000384	P25103	Substance-P receptor
DB01221	Ketamine	agonist;partial agonist	BE0000756	P14416	D(2) dopamine receptor
DB01221	Ketamine	binder	BE0000420	P41143	Delta-type opioid receptor
DB01221	Ketamine		BE0000486	P23975	Sodium-dependent noradrenaline transporter
DB01221	Ketamine	agonist	BE0000632	P41145	Kappa-type opioid receptor
DB01221	Ketamine	binder	BE0000770	P35372	Mu-type opioid receptor
DB01221	Ketamine	binder	BE0004890	P08912	Muscarinic acetylcholine receptor
