Symbol	GOID	GOTerm	qualifier	CLID	name
CCL3	GO:0031663	lipopolysaccharide-mediated signaling pathway	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0031726	CCR1 chemokine receptor binding	occurs_in	CL:0000576	monocyte
CCL3	GO:0043491	protein kinase B signaling	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0043922	negative regulation by host of viral transcription	occurs_in	CL:0000842	mononuclear cell
CCL3	GO:0051897	positive regulation of protein kinase B signaling	occurs_in	CL:0000062	osteoblast
CCL3	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000062	osteoblast
CCL3	GO:0071346	cellular response to interferon-gamma	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0071347	cellular response to interleukin-1	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0071356	cellular response to tumor necrosis factor	occurs_in	CL:1000742	glomerular mesangial cell
CCL3	GO:0071407	cellular response to organic cyclic compound	occurs_in	CL:1000742	glomerular mesangial cell
TGFB3	GO:0005515	protein binding	occurs_in	CL:0000057	fibroblast
MAPT	GO:0003677	DNA binding	occurs_in	CL:0000540	neuron
MAPT	GO:0031122	cytoplasmic microtubule organization	occurs_in	CL:0000117	CNS neuron (sensu Vertebrata)
MAPT	GO:0031175	neuron projection development	occurs_in	CL:0000117	CNS neuron (sensu Vertebrata)
MAPT	GO:0034605	cellular response to heat	occurs_in	CL:0000117	CNS neuron (sensu Vertebrata)
MAPT	GO:0050808	synapse organization	occurs_in	CL:0002608	hippocampal neuron
MAPT	GO:0051259	protein oligomerization	occurs_in	CL:0000117	CNS neuron (sensu Vertebrata)
MAPT	GO:0051259	protein oligomerization	occurs_in	CL:0000243	glial cell (sensu Vertebrata)
MAPT	GO:0072386	plus-end-directed organelle transport along microtubule	occurs_in	CL:0000117	CNS neuron (sensu Vertebrata)
MAPT	GO:0090258	negative regulation of mitochondrial fission	occurs_in	CL:1001571	hippocampal pyramidal neuron
MAPT	GO:0098930	axonal transport	occurs_in	CL:0000117	CNS neuron (sensu Vertebrata)
MAPT	GO:1900034	regulation of cellular response to heat	occurs_in	CL:0000540	neuron
MAPT	GO:1902474	positive regulation of protein localization to synapse	occurs_in	CL:1001571	hippocampal pyramidal neuron
MAPT	GO:2001020	regulation of response to DNA damage stimulus	occurs_in	CL:0000540	neuron
PRKAR1A	GO:0034236	protein kinase A catalytic subunit binding	occurs_in	CL:0000019	sperm
KIT	GO:1905065	positive regulation of vascular smooth muscle cell differentiation	regulates_o_results_in_acquisition_of_features_of	CL:0002591	smooth muscle cell of the pulmonary artery
CD28	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000134	mesenchymal stem cell
CD28	GO:0010628	positive regulation of gene expression	acts_on_population_of	CL:2000001	peripheral blood mononuclear cell
CD28	GO:0010629	negative regulation of gene expression	occurs_in	CL:0000134	mesenchymal stem cell
CD28	GO:0010629	negative regulation of gene expression	acts_on_population_of	CL:2000001	peripheral blood mononuclear cell
CLU	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
CLU	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
CLU	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
CLU	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
CLU	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
CLU	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
CLU	GO:0017038	protein import	occurs_in	CL:0000129	microglial cell
CLU	GO:0017038	protein import	occurs_in	CL:0000127	astrocyte
CLU	GO:1900221	regulation of amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
CLU	GO:1900221	regulation of amyloid-beta clearance	occurs_in	CL:0000127	astrocyte
ITGAM	GO:0001851	complement component C3b binding	occurs_in	CL:0000129	microglial cell
ITGAM	GO:0006911	phagocytosis, engulfment	occurs_in	CL:0000129	microglial cell
ITGAM	GO:0006911	phagocytosis, engulfment	occurs_in	CL:0000129	microglial cell
ITGAM	GO:0006911	phagocytosis, engulfment	occurs_in	CL:0000129	microglial cell
ITGAM	GO:0010668	ectodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ITGAM	GO:0032930	positive regulation of superoxide anion generation	regulates_o_occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:0032930	positive regulation of superoxide anion generation	occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:0032930	positive regulation of superoxide anion generation	occurs_in	CL:0000096	mature neutrophil
ITGAM	GO:0090314	positive regulation of protein targeting to membrane	regulates_o_occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
ITGAM	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
ITGAM	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
ITGAM	GO:1901216	positive regulation of neuron death	regulates_o_occurs_in	CL:0000700	dopaminergic neuron
ITGAM	GO:1901216	positive regulation of neuron death	occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:2000363	positive regulation of prostaglandin-E synthase activity	regulates_o_occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:2000363	positive regulation of prostaglandin-E synthase activity	occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:2000363	positive regulation of prostaglandin-E synthase activity	regulates_o_occurs_in	CL:0000243	glial cell (sensu Vertebrata)
ITGAM	GO:2000363	positive regulation of prostaglandin-E synthase activity	occurs_in	CL:0000540	neuron
FGFR1	GO:0008543	fibroblast growth factor receptor signaling pathway	occurs_in	CL:0000601	outer hair cell
FGFR1	GO:2000546	positive regulation of endothelial cell chemotaxis to fibroblast growth factor	results_in_movement_of	CL:0002543	vein endothelial cell
VDR	GO:0000902	cell morphogenesis	occurs_in	CL:0000312	keratinocyte
GNAT1	GO:0009416	response to light stimulus	part_of	CL:0000652	pinealocyte
DMD	GO:0003779	actin binding	occurs_in	CL:0000233	platelet
DMD	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	occurs_in	CL:0000746	cardiac muscle cell
DMD	GO:0017022	myosin binding	occurs_in	CL:0000233	platelet
DMD	GO:0017166	vinculin binding	occurs_in	CL:0000233	platelet
DMD	GO:0033137	negative regulation of peptidyl-serine phosphorylation	occurs_in	CL:0000746	cardiac muscle cell
DMD	GO:0043623	cellular protein complex assembly	occurs_in	CL:0000746	cardiac muscle cell
DMD	GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	occurs_in	CL:0000746	cardiac muscle cell
DMD	GO:1901385	regulation of voltage-gated calcium channel activity	occurs_in	CL:0000746	cardiac muscle cell
DMD	GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation	occurs_in	CL:0000746	cardiac muscle cell
DMD	GO:2000651	positive regulation of sodium ion transmembrane transporter activity	occurs_in	CL:0000746	cardiac muscle cell
MTHFD1	GO:0006730	one-carbon metabolic process	occurs_in	CL:0000057	fibroblast
MTHFD1	GO:0009070	serine family amino acid biosynthetic process	occurs_in	CL:0000057	fibroblast
MTHFD1	GO:0009086	methionine biosynthetic process	occurs_in	CL:0000057	fibroblast
PCNA	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
NEFH	GO:0033693	neurofilament bundle assembly	occurs_in	CL:0011001	spinal cord motor neuron
NEFH	GO:1902513	regulation of organelle transport along microtubule	occurs_in	CL:0011001	spinal cord motor neuron
COL11A1	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
COL6A1	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
COL6A1	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
BMP2	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000192	smooth muscle cell
BMP2	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000192	smooth muscle cell
BMP2	GO:0030501	positive regulation of bone mineralization	occurs_in	CL:0007010	preosteoblast
BMP2	GO:0030509	BMP signaling pathway	occurs_in	CL:0000192	smooth muscle cell
BMP4	GO:0050679	positive regulation of epithelial cell proliferation	occurs_in	CL:0002079	pancreatic ductal cell
BMP4	GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA	occurs_in	CL:0000359	vascular associated smooth muscle cell
ACTN1	GO:0007015	actin filament organization	occurs_in	CL:0000556	megakaryocyte
CDH1	GO:0034332	adherens junction organization	occurs_in	CL:0000066	epithelial cell
SRC	GO:0007179	transforming growth factor beta receptor signaling pathway	occurs_in	CL:0002327	mammary gland epithelial cell
SRC	GO:0007229	integrin-mediated signaling pathway	occurs_in	CL:0002327	mammary gland epithelial cell
SRC	GO:0010632	regulation of epithelial cell migration	acts_on_population_of	CL:0000066	epithelial cell
SRC	GO:0022407	regulation of cell-cell adhesion	acts_on_population_of	CL:0000066	epithelial cell
SRC	GO:0043149	stress fiber assembly	occurs_in	CL:0002327	mammary gland epithelial cell
SRC	GO:0071375	cellular response to peptide hormone stimulus	occurs_in	CL:0000746	cardiac muscle cell
SRC	GO:2000641	regulation of early endosome to late endosome transport	acts_on_population_of	CL:0000066	epithelial cell
SRC	GO:2001286	regulation of caveolin-mediated endocytosis	acts_on_population_of	CL:0000066	epithelial cell
CCL4	GO:0043922	negative regulation by host of viral transcription	occurs_in	CL:0000842	mononuclear cell
CCL2	GO:0000165	MAPK cascade	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0006954	inflammatory response	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0008360	regulation of cell shape	occurs_in	CL:0000576	monocyte
CCL2	GO:0031663	lipopolysaccharide-mediated signaling pathway	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0043491	protein kinase B signaling	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0044344	cellular response to fibroblast growth factor stimulus	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0071346	cellular response to interferon-gamma	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0071347	cellular response to interleukin-1	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0071356	cellular response to tumor necrosis factor	occurs_in	CL:1000742	glomerular mesangial cell
CCL2	GO:0071407	cellular response to organic cyclic compound	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0000165	MAPK cascade	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0006954	inflammatory response	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0031663	lipopolysaccharide-mediated signaling pathway	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0031726	CCR1 chemokine receptor binding	occurs_in	CL:0000576	monocyte
CCL5	GO:0043491	protein kinase B signaling	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0043922	negative regulation by host of viral transcription	occurs_in	CL:0000842	mononuclear cell
CCL5	GO:0044344	cellular response to fibroblast growth factor stimulus	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0071346	cellular response to interferon-gamma	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0071347	cellular response to interleukin-1	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0071356	cellular response to tumor necrosis factor	occurs_in	CL:1000742	glomerular mesangial cell
CCL5	GO:0071407	cellular response to organic cyclic compound	occurs_in	CL:1000742	glomerular mesangial cell
SCG2	GO:0050918	positive chemotaxis	occurs_in	CL:0000771	eosinophil
SCG2	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	occurs_in	CL:0000115	endothelial cell
MYH8	GO:0000146	microfilament motor activity	occurs_in	CL:0000188	cell of skeletal muscle
MYH8	GO:0003009	skeletal muscle contraction	occurs_in	CL:0000188	cell of skeletal muscle
MYH8	GO:0016887	ATPase activity	occurs_in	CL:0000188	cell of skeletal muscle
MYH8	GO:0030049	muscle filament sliding	occurs_in	CL:0000188	cell of skeletal muscle
MYH8	GO:0032027	myosin light chain binding	occurs_in	CL:0000188	cell of skeletal muscle
MYH8	GO:0051015	actin filament binding	occurs_in	CL:0000188	cell of skeletal muscle
CFTR	GO:0005254	chloride channel activity	occurs_in	CL:0000169	type B pancreatic cell
CFTR	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	occurs_in	CL:0000169	type B pancreatic cell
CFTR	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	occurs_in	CL:0000169	type B pancreatic cell
CFTR	GO:0045921	positive regulation of exocytosis	occurs_in	CL:0000169	type B pancreatic cell
CFTR	GO:1902161	positive regulation of cyclic nucleotide-gated ion channel activity	occurs_in	CL:0000169	type B pancreatic cell
CFTR	GO:1902476	chloride transmembrane transport	occurs_in	CL:0000169	type B pancreatic cell
VCAN	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
ITGA4	GO:0007160	cell-matrix adhesion	part_of	CL:0000084	T cell
ITGA4	GO:0007160	cell-matrix adhesion	part_of	CL:0000084	T cell
ITGA4	GO:0034113	heterotypic cell-cell adhesion	part_of	CL:0000084	T cell
ITGA4	GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of	CL:0000115	endothelial cell
ITGA4	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ITGA4	GO:0050901	leukocyte tethering or rolling	part_of	CL:0000084	T cell
ITGA4	GO:0050901	leukocyte tethering or rolling	part_of	CL:0000084	T cell
ATP1A3	GO:0001540	amyloid-beta binding	occurs_in	CL:0002608	hippocampal neuron
ATP1A3	GO:0001540	amyloid-beta binding	occurs_in	CL:1001611	cerebellar neuron
ATP1A3	GO:0060075	regulation of resting membrane potential	occurs_in	CL:0000540	neuron
ATP1A3	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002608	hippocampal neuron
ATP1A3	GO:1990535	neuron projection maintenance	occurs_at	CL:0002608	hippocampal neuron
EEF2	GO:0045727	positive regulation of translation	occurs_in	CL:0000558	reticulocyte
ALAD	GO:0004655	porphobilinogen synthase activity	occurs_in	CL:0000232	erythrocyte
ALAD	GO:1901799	negative regulation of proteasomal protein catabolic process	occurs_in	CL:0000232	erythrocyte
F3	GO:0016485	protein processing	occurs_in	CL:0002618	endothelial cell of umbilical vein
F3	GO:0004252	serine-type endopeptidase activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
LCP1	GO:0071803	positive regulation of podosome assembly	occurs_in	CL:0000235	macrophage
PRKAR2A	GO:0034236	protein kinase A catalytic subunit binding	occurs_in	CL:0000019	sperm
MIF	GO:0032760	positive regulation of tumor necrosis factor production	occurs_in	CL:0000235	macrophage
MIF	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000235	macrophage
FOLR2	GO:0005542	folic acid binding	occurs_in	CL:0000576	monocyte
FOLR2	GO:0006954	inflammatory response	has_agent	CL:0000576	monocyte
HGF	GO:0010507	negative regulation of autophagy	occurs_in	CL:0010021	cardiac myoblast
IDE	GO:0045732	positive regulation of protein catabolic process	has_agent	CL:0000127	astrocyte
IDE	GO:0050435	amyloid-beta metabolic process	occurs_in	CL:0000129	microglial cell
IDE	GO:0097242	amyloid-beta clearance	has_start_location	CL:0002609	neuron of cerebral cortex
MMP9	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
ETS1	GO:0050729	positive regulation of inflammatory response	occurs_in	CL:0002139	endothelial cell of vascular tree
RAC2	GO:0007015	actin filament organization	occurs_in	CL:0000775	neutrophil
RAC2	GO:0010810	regulation of cell-substrate adhesion	occurs_in	CL:0000775	neutrophil
EZR	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000084	T cell
